,Часы звонков,1 курс,,,,1 курс,,,,1 курс,,,,1 курс,,,,1 курс,,,,,1 курс,,,,1 курс,,,1 курс,,,,2 курс,,,,2 курс,,,,2 курс,,,,,,2 курс,,,,,2 курс,,2 курс,,,2 курс,,,,3 курс,,,3 курс,,,,3 курс,,3 курс,,,,,3 курс,,3 курс,,,,4 курс,,,,,,,4 курс,,,4 курс,,,,,,4 курс,,,
,11:30-13:05,,,,Ин.яз. доц. Вострикова И.Ю. 309П,,АиСД ст.преп. Соломатин Д.И. 290,,,Web-техн. ст.преп. Ермаков М.В. 387,Язык Си доц. Фертиков В.В. 295,Алгебра и геометрия доц. Чуракова Т.А. 307П,,,,Ин.яз. преп. Гафарова М.Х. 308П,Язык Си ст.преп. Малыхин А.Ю. 301П,Дискретная математика доц. Попов М.И.  505П,Дискретная математика доц. Попов М.И.  505П,Культурология преп. Гаршин Н.А. 291,ТФКП доц.  Киселев Е.А. 479,,,,Дискретная математика доц. Азарнова Т.В. 319,,Экономика доц. Павлова Е.А. 477,,Экономика доц. Павлова Е.А. 477,Математический анализ асс. Прошунин  А.И. 380,,Линейная алгебра проф. Вахитова Е.В. 305П,,Уравнения математической физики и специальные функции (id=4014) доц. Крыловецкий А.А. (ДО),,,,,,,,Уравнения математической физики и специальные функции  (id=4014) доц. Крыловецкий А.А. (ДО),,,,,,Программирование в среде MATLAB (id=4011) доц. Иванков А.Ю. (ДО),,,,,ТВиМС преп. Голованов Д.Ю. 227,,Програмирование в среде MATLAB (id=4011) доц. Иванков А.Ю. (ДО),,,Уравнения математической физики (id=4014) доц. Крыловецкий А.А. (ДО),,,,,,ЯП С++ ст.преп. Лысачев П.С. (ДО),SAP R3 (id=3107) доц. Илларионов И.В. (ДО),,Язык программирования С++ ст.преп. Лысачев П.С. (ДО),,Язык программирования С++ ст.преп. Лысачев П.С. (ДО),,Методы оценки безопасности компьютерных систем доц. Вялых С.А. (ДО),,,,,,,Теория информации (id=3432) доц. Борзунов С.В. (ДО),,,,ССД доц. Сычев А.В. 383,МС асс. Швырева А.В. 314П,НСТОИ доц. Митрофанова Е.Ю. 385,Програм. ERP асс. Сафонов В.Г. 384,Архитектура ИС асс. Попова Е.В. 316П,,,Разработка и АТ доц. Вахтин А.А. 292,,Разработка и АТ доц. Вахтин А.А. 292,,КОЗИОИ доц. Нестеровский О.И. 303П,,,"ОТУ
доц. Алейникова Н.А. 293",ИНСиГА асс. Отырба Р.С. 297,Управление проектами доц. Киселев С.С. 382,,,
,,,,,,АиСД ст.преп. Соломатин Д.И. 290,Web-техн. ст.преп. Ермаков М.В. 295,,,"Основы права и антикоррупционного законодательства
доц. Панюшкина О.В. 316П",,,,Архитектура ЭВМ асс. Попова Е.В. 383,,Язык Си ст.преп. Малыхин А.Ю. 387,Ин.яз. преп. Гафарова М.Х. 308П,,,,,Ин.яз. доц. Вострикова И.Ю. 309П,,АиСД асс. Нужных А.В. 381,,,,,,,,Математический анализ асс. Толкачев А.В. 305П,,,,,,,,,,,,,,,,ОиПОИБ (id=4067) доц. Филиппова Н.В. (ДО),,,,,ОиПОИБ (id=4067) доц. Филиппова Н.В. (ДО),,,,,,,,,"Технологии интернет вещей (id=15635)
доц. Зуев С.А. (ДО)","Технологии интернет вещей (id=15635)
доц. Зуев С.А. (ДО)",,,,,,,,,,,,,,,,,,,ССД доц. Сычев А.В. 291,,,,Програм. ERP асс. Сафонов В.Г. 384,,,,,,,,,,,,Проектирование пользовательских интерфейсов ст.преп. Максимов А.В. 479,,Управление проектами доц. Киселев С.С. 382,
,13:25-15:00,,,,Ин.яз. доц. Вострикова И.Ю. 309П,Web-техн. ст.преп. Ермаков М.В. 295,,Ин.яз. преп. Семенов В.П. 308П,,Алгебра и геометрия доц. Чуракова Т.А. 380,,Архитектура ЭВМ асс. Попова Е.В. 383,,Математический анализ ст.преп. Пашкевич А.А. 479,,Дискретная математика доц. Попов М.И.  505П,Дискретная математика доц. Попов М.И.  505П,Культурология преп. Гаршин Н.А. 305П,,Язык Си ст.преп. Малыхин А.Ю. 301П,Экономика доц. Павлова Е.А. 477,,ДМ асс. Толкачев А.В. 292,,Физическая культура и спорт,,Физическая культура и спорт,,,Физическая культура и спорт,,,,Методы вычислений (id=4015) доц. Крыловецкий А.А. (ДО),,,,,,,,Методы вычислений (id=4015) доц. Крыловецкий А.А. (ДО),,,,,,Методы вычислений (id=4015) доц. Крыловецкий А.А. (ДО),,,,,ТВиМС преп. Голованов Д.Ю. 227,,,,,Численные методы (id=4015) доц. Крыловецкий А.А. (ДО),,,,Квантовая теория (id=3978) проф. Запрягаев С.А. (ДО),,,,,,,,,Квантовая теория (id=3978) проф. Запрягаев С.А. (ДО),,,,,,,Квантовые вычисления (id=16239) проф. Клинских А.Ф. (ДО),,,,ССД доц. Сычев А.В. 291,ОМТС проф. Савинков А.Ю. 387,НСТОИ доц. Митрофанова Е.Ю. 385,Програм. ERP асс. Сафонов В.Г. 384,Програм. ERP асс. Сафонов В.Г. 384,,,"Алгоритмы на строках
проф. Махортов С.Д. 316П","Алгоритмы на строках
проф. Махортов С.Д. 316П","Разработка и АТ 
доц. Вахтин А.А. 314П",,КОЗИОИ доц. Нестеровский О.И. 303П,,,ИНСиГА асс. Отырба Р.С. 297,"ОТУ
доц. Алейникова Н.А. 293",ИБ асс. Паринов П.А. 290,ППИ ст.преп. Максимов А.В. 382,"Дифференциальная геометрия и топология
ст.преп. Попова А.Е. 307П",
,,,,АиСД асс. Нужных А.В. 382,,"Основы права и антикоррупционного законодательства
доц. Панюшкина О.В. 305П",,,,,,Web-техн. ст.преп. Ермаков М.В. 303П,Ин.яз. преп. Гавриш О.А. 309П,,,,,АиСД ст.преп. Соломатин Д.И. 383,,,,,,,,,,,,,,,,Языки и системы программирования (id=4070) ст.преп. Чекмарев А.И. (ДО),,,,,,,,Языки и сист. програм. (id=4070) ст.преп. Чекмарев А.И. (ДО),,,,,,Языки и сист. програм. (id=4070) ст.преп. Чекмарев А.И. (ДО),,,,,,,"Вычислительные системы, сети и телекоммуникации (id=2215)  ст.преп. Коваль А.С. (ДО)",,,Алгоритмы томографии (id=5475) доц. Минин Л.А. (ДО),,,,,,,,,,,,,,,,,,,,,,,,,,Архитектура ИС асс. Попова Е.В. 385,,,,,,,,КОЗИОИ доц. Нестеровский О.И. 301П,,,,,,ППИ ст.преп. Максимов А.В. 295,ИБ асс. Паринов П.А. 290,,
,15:10-16:45,Физическая культура и спорт,,,,,,,,,,,,Математический анализ доц. Минин Л.А. 477,,,,,,,ДМ асс. Толкачев А.В. 292,,ТФКП ст.преп. Пашкевич А.А. 305П,,Алгоритмы и структуры данных доц. Михайлова Е.Е. 380,(ДО),,Ин.яз. преп. Семенов В.П. 308П,,,,,,Теория информационных процессов и систем (id=25794) проф. Десятирикова Е.Н. (ДО),,,,,,,,Теория информационных процессов и систем (id=25794) проф. Десятирикова Е.Н. (ДО),,,,,,Теория информационных процессов и систем (id=25794)  проф. Десятирикова Е.Н. (ДО),,,,,ТВиМС преп. Голованов Д.Ю. 227,,Структуры и алгоритмы компьютерной обработки данных (id=619789)  ст.преп. Коротков В.В. (ДО),,,Основы математической теории колебаний (id=4563) доц. Мелешенко П.А. (ДО),,,,Информационные технологии (ИТ) (id=17950) доц. Вахтин А.А. (ДО),,,,,,,Информационные технологии (ИТ ) (id=17950) доц. Вахтин А.А. (ДО),,Информационные технологии (ИТ) (id=17950) доц. Вахтин А.А. (ДО),,,,,,,Теория управления (id=3964) ст.преп. Акимов А.В. (ДО),,,,ССД доц. Сычев А.В. 291,ОМТС проф. Савинков А.Ю. 314П,Архитектура ИС асс. Попова Е.В. 385,МС асс. Швырева А.В. 293,,Алг. на строках проф. Махортов С.Д. 297,,Основы права и антикоррупционного законодательства преп. Лаврёнов Н.А.  307П,,,КОЗИОИ доц. Нестеровский О.И. 295,,,,ИБ асс. Паринов П.А. 303П,ИНСиГА асс. Отырба Р.С. 301П,Русский язык и культура речи доц. Саломатина М.С. 505П,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Программирование ст.преп. Соломатин Д.И. 383,,,Ин.яз. преп. Семенов В.П. 308П,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ОМТС проф. Савинков А.Ю. 384,,,,,Алг. на строках проф. Махортов С.Д. 297,,,Основы права и антикоррупционного законодательства преп. Лаврёнов Н.А.  307П,,,,,ИНСиГА асс. Отырба Р.С. 301П,ИБ асс. Паринов П.А. 303П,,,,
,16:55-18:30,Язык Си ст.преп. Малыхин А.Ю. 382,АиСД асс. Нужных А.В. 293,Архитектура ЭВМ асс. Попова Е.В. 291,,,,ТФКП доц. Некрасова Н.Н. 307П,,,,АиСД ст.преп. Соломатин Д.И. 316П,,Физическая культура и спорт,,,,,,,Физическая культура и спорт,,,,Web-технологии доц. Сычев А.В. 303П,,,,,,,,,,,,,,,,,,,,,,,Электротехника (id=3505) доц. Зуев С.А. (ДО),,,,,,,,,,,,,,Технологии программирования (ТП) ст.преп. Тарасов В.С. (ДО),,,,,,,ТП ст.преп. Тарасов В.С. (ДО),,,,,,,,,,,,,МС асс. Швырева А.В. 290,ОМТС проф. Савинков А.Ю. 383,ИБиЗИ асс. Паринов П.А. 295,,,Функциональное программирование асс. Строгонов А.И.  301П,,,,,,,,,,,Основы права и антикоррупционного законодательства преп. Лаврёнов Н.А.  380,,,
,,Архитектура ЭВМ асс. Попова Е.В.  301П,Язык Си ст.преп. Малыхин А.Ю. 291,"Основы права и антикоррупционного законодательства
доц. Панюшкина О.В. 292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Гум. информационной безопасности (id=4715) доц. Филиппова Н.В. (ДО),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Функциональное программирование асс. Строгонов А.И. 303П,,,,,,,,Теория систем и системный анализ асс. Сафонов В.Г. 316П,,,,,
,18:40-20:00,Дискретная математика асс. Стукалова И.В. 305П,,АиСД асс. Нужных А.В. 382,Архитектура ЭВМ асс. Попова Е.В.  301П,,,Язык Си ст.преп. Малыхин А.Ю. 291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ИБиЗИ асс. Паринов П.А. 290,МС асс. Швырева А.В. 295,,,,,,,,,,,,,,,,,
,,,,Архитектура ЭВМ асс. Попова Е.В.  301П,,,,,Язык Си ст.преп. Малыхин А.Ю. 291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:10-21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Среда,8:00 - 9:35,Алгоритмы и структуры данных (id=5509)  ст.преп. Соломатин Д.И. (ДО),,,,,,,,,,,,Алгоритмы и структуры данных (id=5509) ст.преп. Соломатин Д.И. (ДО),,,,,,,Алгоритмы и структуры данных (id=5509) ст.преп. Соломатин Д.И. (ДО),,,,,,Программирование (id=5509) ст.преп. Соломатин Д.И. (ДО),,,Алгоритмы и структуры данных (id=5509)  ст.преп. Соломатин Д.И. (ДО),,,,Ин.яз. доц. Стрельникова М.А. 308П,Unix ст.преп. Копытина Е.А.  290,,,,,,,,,,,,,,,,,,УЦ,,,,,"Архитектура ЭВМ
асс. Попова Е.В. 303П",Ин.яз. преп. Гафарова М.Х. 301П,Ин.яз. преп. Семенов В.П. 309П,,,,,,,,,,,,,,,,,,,,,,,,,ИБиЗИ асс. Паринов П.А. (ДО),ИБиЗИ асс. Паринов П.А. (ДО),,,,,,,,"Безопасность жизнедеятельности Пушкинская, 16, (id=5682) Скоробогатова, (ДО)",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unix ст.преп. Копытина Е.А.  382,,,,,,,,,,,,,,,,,,,,,Организация бизнес-процессов доц. Абрамов И.В.  290,,,Дифференциальные уравнения доц. Атанов А.В. 477,,,,,,,,,,,,,,,,Квантовая теория доц. Стадная Н.П. 505П,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:45 - 11:20,Web-технологии (id=3213) доц. Сычев А.В. (ДО),,,,,,,,,,,,Web-технологии (id=3213) доц. Сычев А.В. (ДО),,,,,,,Web-технологии (id=3213) доц. Сычев А.В. (ДО),,,,Web-технологии (id=3213) доц. Сычев А.В. (ДО),,СПЭД и офисное программирование (id=5217) ст.преп. Копытина Е.А. (ДО),,,Экономика и финансовая грамотность (id=20106) доц. Дайнеко В.Г. (ДО),,,,МиО асс. Некипелов Е.А. 477,,,,,,Электроника асс. Захаров В.И. 420,,Ин.яз. доц. Стрельникова М.А. 308П,,,Ин.яз. преп. Гафарова М.Х. 303П,,,,Методы вычислений асс. Бородин А.В. 297,,,Программирование в среде MATLAB доц. Иванков А.Ю. 293,,,Ин.яз. доц. Барабушка И.А. 309П,Ин.яз. преп. Семенов В.П. 301П,,"Алгоритмы томографии
доц. Киселев Е.А. 384","Основы матем. теории колебаний
асс. Толкачев А.В. 381","Архитектура ЭВМ
асс. Попова Е.В. 385",,Техн. интернет вещей доц. Зуев С.А. 307П,,,,,,,,,СЦВЗ доц. Митрофанова Е.Ю. 316П,,,Защита в операционных системах проф. Савинков А.Ю. 314П,,"Проектирование ИС
ст.преп. Ермаков М.В. 295",,ФИТ доц. Крыловецкая Т.А. 305П,,,,,,,Програм. ERP  (id=2755) доц. Илларионов И.В. (ДО),,"Функциональное программирование асс. Строгонов А.И. (ДО)
(ДО)",,,,,,,"Безопасность жизнедеятельности Пушкинская, 16,  (id=5682)  Скоробогатова, (ДО)",,,,,,,
,,Язык программирования Си (id=4746) доц. Фертиков В.В. (ДО),,,,,,,,,,,,Язык программирования Си (id=4746) доц. Фертиков В.В. (ДО),,,,,,,Экономика (id=17661) доц. Павлова Е.А. (ДО),,,,Ин.яз. преп. Гафарова М.Х. 301П,,Экономика (id=17661) доц. Павлова Е.А. (ДО),,,,,,,Методы вычислений асс. Некипелов Е.А.  385,Ин.яз. доц. Стрельникова М.А. 308П,,,,,,,Unix ст.преп. Копытина Е.А. 291,,,,,,,,Культурология преп. Гаршин Н.А. 292,,,,,,Ин.яз. преп. Семенов В.П. 309П,Организация бизнес-процессов доц. Абрамов И.В.  290,СТП (Си) доц. Хлебостроев В.Г. 383,"Алгоритмы томографии
доц. Киселев Е.А. 384",Дифференциальные уравнения доц. Атанов А.В. 477,,,,,,,,,,,,,,,,,"Проектирование ИС
ст.преп. Ермаков М.В. 295",ФИТ доц. Крыловецкая Т.А. 305П,ФИТ доц. Крыловецкая Т.А. 305П,Линейная алгебра в гильбертовом пространстве проф. Клинских А.Ф. 382,,Проект. ЦС (id=2994) ст.преп. Малыхин А.Ю. (ДО),ОМПТ (id=4609) доц. Борисов Д.Н. (ДО),НСТОИ (id=2546) доц. Митрофанова Е.Ю. (ДО) ,,,,,,,,,,,,ИНСиГА (id=2546) доц. Митрофанова Е.Ю. (ДО) ,,,,,
,11:30-13:05,Дискретная математика (id=15504) проф. Кургалин С.Д. (ДО),,,,,,,,,,,,Культурология (id=25810) преп. Гаршин Н.А. (ДО),,,,,,,,,,,,,Философия (id=9854) ст.преп. Вяткина А.Г. (ДО),,,Философия (id=9854) ст.преп. Вяткина А.Г. (ДО),,,,Методы вычислений асс. Некипелов Е.А.  316П,,,,,Ин.яз. доц. Барабушка И.А. 309П,Unix ст.преп. Копытина Е.А. 291,,Проектирование ЧМИ доц. Туровский Я.А. 190,,,Электроника асс. Захаров В.И. 420,Ин.яз. доц. Стрельникова М.А. 301П,Методы вычислений доц. Атанов А.В. 293,Программирование в среде MATLAB доц. Иванков А.Ю. 290,,,Методы вычислений асс. Бородин А.В. 385,Электротехника доц. Зуев С.А. 307П,,,Методы вычислений в бизнес-приложениях доц. Копытин А.В. 314П,,Ин.яз. преп. Семенов В.П. 308П,,"Архитектура ЭВМ
асс. Попова Е.В. 295","Алгоритмы томографии
доц. Киселев Е.А. 303П",СТП (Си) доц. Хлебостроев В.Г. 381,ТП преп. Зенин К.В. 383,ИТ доц. Вахтин А.А. 297,,,,,,Физика доц. Крыловецкая Т.А. 305П,,СиСПИ доц. Самодуров А.С. 384,,Экономика доц. Павлова Е.А. 380,СЦВЗ доц. Митрофанова Е.Ю. 382,,Проектирование ИС ст.преп. Ермаков М.В. 292,,Функциональный анализ Прошунин А.И. 477,,Линейная алгебра в гильбертовом пространстве проф. Клинских А.Ф. 505П,,Проектирование ЦС (id=2994) ст.преп. Малыхин А.Ю.  (ДО),ОМПТ (id=4609) доц. Борисов Д.Н. (ДО),НСТОИ  (id=2546) доц. Митрофанова Е.Ю. (ДО),Програм. ERP (id=2755) доц. Илларионов И.В. (ДО),,"Функциональное программирование асс. Строгонов А.И.
(ДО)",,,МС (id=2210) асс. Швырева А.В. (ДО),,,,,,ИНСиГА (id=2546)  доц. Митрофанова Е.Ю. (ДО) ,,Дифференциальная геометрия и топология (id=4327) ст.преп. Попова А.Е. (ДО),,,
,,,,,,,,,,,,,,,,,,,,,,,,,Математический анализ доц. Виноградова Г.А. 318,,,,,,,,,Урмат доц. Попов М.И. 291,,,,,,Unix ст.преп. Копытина Е.А. 293,Методы вычислений асс. Некипелов Е.А.  384,Ин.яз. доц. Стрельникова М.А. 308П,Методы вычислений доц. Атанов А.В. 297,,,,,,,Электротехника доц. Зуев С.А. 307П,,Культурология преп. Гаршин Н.А. 292,,,Ин.яз. доц. Барабушка И.А. 309П,Методы вычислений в бизнес-приложениях доц. Копытин А.В.  314П,Ин.яз. преп. Семенов В.П. 301П,,СТП (Си) доц. Хлебостроев В.Г. 381,"Основы матем. теории колебаний
асс. Толкачев А.В. 316П","Алгоритмы томографии
доц. Киселев Е.А. 303П",ИТ доц. Вахтин А.А. 295,ТП преп. Зенин К.В. 383,,,,,,,,СиСПИ доц. Самодуров А.С. 387,,,,,Проектирование ИС ст.преп. Ермаков М.В. 479,,,,,,,,,,,,,,,,,,,,,,,,,
,13:25-15:00,"Основы права и антикоррупционного законодательства  (id=6826),  (id=18417)

доц. Панюшкина О.В. (ДО)",,,,,,,,,,,,,,,,,,,"Основы права и антикоррупционного законодательства (id=6826#section-18), (id=18417)
 доц. Панюшкина О.В. (ДО)",,,,Математический анализ доц. Виноградова Г.А. 318,,Правовые основы прикладной информатики (id=25823) проф. Артемов М.А. (ДО),,,,,,,,Методы вычислений асс. Некипелов Е.А.  295,,ЯиСП доц. Михайлюк Е.А. 384,Ин.яз. доц. Барабушка И.А. 309П,Урмат доц. Попов М.И. 293,,Unix ст.преп. Копытина Е.А. 301П,Электроника асс. Захаров В.И. 420,Ин.яз. доц. Стрельникова М.А. 308П,Проектирование ЧМИ доц. Туровский Я.А. 190,,Методы вычислений доц. Атанов А.В. 383,,Программирование в среде MATLAB доц. Иванков А.Ю. 290,,Методы вычислений асс. Бородин А.В. 385,,,,,"Методы выч. в бизнес-приложениях
доц. Копытин А.В. 291",,Практикум СиАКОД ст.преп. Коротков В.В. 314П,Алгоритмы томографии доц. Киселев Е.А. 316П,,СТП (Си) доц. Хлебостроев В.Г. 381,"Архитектура ЭВМ
асс. Попова Е.В. 303П","Обработка изображений
доц. Фертиков В.В. 297","Сетевая подсистема Linux
